Accesion,Length,Hit_identity,Hit_score,E-value,Definition,EC number
WP_132373495,981,642,1351.27,0,formate dehydrogenase subunit alpha [Paraburkholderia sp. BL9I2N2] >gb|TCK93948.1| formate dehydrogenase alpha subunit [Paraburkholderia sp. BL9I2N2],1.17.1.9
WP_066662494,954,646,1351.27,0,formate dehydrogenase subunit alpha [Bordetella flabilis] >gb|ANN79433.1| formate dehydrogenase subunit alpha [Bordetella flabilis],1.17.1.9
WP_184061324,994,642,1351.27,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Paraburkholderia] >gb|MBB5409451.1| formate dehydrogenase major subunit [Paraburkholderia sp. HC6.4b] >gb|MBB5451181.1| formate dehydrogenase major subunit [Paraburkholderia sp. Kb1A],1.17.1.9
TAK48196,947,658,1351.27,0,formate dehydrogenase subunit alpha [Xanthobacteraceae bacterium],1.17.1.9
TAL44148,949,648,1351.27,0,formate dehydrogenase subunit alpha [Methylovulum sp.],1.17.1.9
RZL64824,954,634,1351.27,0,formate dehydrogenase subunit alpha [Variovorax sp.],1.17.1.9
WP_186231610,982,642,1351.27,0,formate dehydrogenase subunit alpha [Burkholderia gladioli],1.17.1.9
WP_059791546,983,644,1351.27,0,formate dehydrogenase subunit alpha [Burkholderia sp. MSMB1072] >gb|KVH59117.1| formate dehydrogenase [Burkholderia sp. MSMB1072],1.17.1.9
WP_175876325,983,644,1351.27,0,MULTISPECIES: formate dehydrogenase subunit alpha [Burkholderia] >gb|MCA8233926.1| formate dehydrogenase subunit alpha [Burkholderia cenocepacia],1.17.1.9
WP_059418480,938,646,1351.27,0,formate dehydrogenase subunit alpha [Streptomyces azureus] >dbj|GAP48901.1| formate dehydrogenase subunit alpha [Streptomyces azureus],1.17.1.9
WP_035862066,951,634,1351.27,0,formate dehydrogenase subunit alpha [Cupriavidus sp. SK-3] >gb|KDP88356.1| formate dehydrogenase [Cupriavidus sp. SK-3],1.17.1.9
WP_058894764,965,634,1351.27,0,formate dehydrogenase subunit alpha [Herbaspirillum rubrisubalbicans] >gb|ALU88539.1| NAD-dependent formate dehydrogenase, alpha subunit, protein [Herbaspirillum rubrisubalbicans M1],1.17.1.9
WP_056117482,950,644,1351.27,0,formate dehydrogenase subunit alpha [Methylorubrum extorquens] >gb|KQO88644.1| formate dehydrogenase [Methylobacterium sp. Leaf92] >gb|KQQ12855.1| formate dehydrogenase [Methylobacterium sp. Leaf122] >dbj|GEL39424.1| formate dehydrogenase subunit alpha [Methylorubrum extorquens],1.17.1.9
WP_074800811,983,644,1351.27,0,formate dehydrogenase subunit alpha [Burkholderia cenocepacia] >emb|SDQ43681.1| formate dehydrogenase alpha subunit [Burkholderia cenocepacia],1.17.1.9
WP_060354620,983,644,1351.27,0,formate dehydrogenase subunit alpha [Burkholderia sp. MSMB1459WGS] >gb|KWO38327.1| formate dehydrogenase [Burkholderia sp. MSMB1459WGS],1.17.1.9
WP_186201562,982,641,1351.27,0,formate dehydrogenase subunit alpha [Burkholderia gladioli],1.17.1.9
WP_191576060,958,637,1351.27,0,formate dehydrogenase subunit alpha [Achromobacter insolitus],1.17.1.9
WP_104927438,961,648,1351.27,0,formate dehydrogenase subunit alpha [Pandoraea apista] >gb|AVF40774.1| formate dehydrogenase subunit alpha [Pandoraea apista],1.17.1.9
WP_054422584,958,636,1351.27,0,formate dehydrogenase subunit alpha [Achromobacter kerstersii] >emb|CUI84673.1| Putative formate dehydrogenase SA2102 [Achromobacter kerstersii],1.17.1.9
ALS62786,970,638,1351.27,0,formate dehydrogenase subunit alpha [Pandoraea norimbergensis],1.17.1.9
WP_174433078,983,641,1351.27,0,formate dehydrogenase subunit alpha [Burkholderia metallica] >gb|NTZ86730.1| formate dehydrogenase subunit alpha [Burkholderia metallica],1.17.1.9
WP_151131416,958,645,1351.27,0,formate dehydrogenase subunit alpha [Pseudomonas lalkuanensis] >gb|QEY60873.1| formate dehydrogenase subunit alpha [Pseudomonas lalkuanensis],1.17.1.9
WP_017841206,951,642,1351.27,0,formate dehydrogenase subunit alpha [Methylotuvimicrobium buryatense] >gb|QCW81066.1| formate dehydrogenase subunit alpha [Methylotuvimicrobium buryatense],1.17.1.9
WP_010684576,953,638,1351.27,0,formate dehydrogenase subunit alpha [Methylobacterium mesophilicum] >gb|QGY05705.1| formate dehydrogenase subunit alpha [Methylobacterium mesophilicum SR1.6/6],1.17.1.9
WP_056197471,950,643,1351.27,0,formate dehydrogenase subunit alpha [Methylobacterium sp. Leaf123] >gb|KQQ23436.1| formate dehydrogenase [Methylobacterium sp. Leaf123],1.17.1.9
WP_059638919,983,642,1351.27,0,formate dehydrogenase subunit alpha [Burkholderia anthina] >gb|KVE08116.1| formate dehydrogenase [Burkholderia anthina],1.17.1.9
PPC91697,948,635,1351.27,0,formate dehydrogenase subunit alpha [Methylobacter sp.] >gb|PPD23166.1| formate dehydrogenase subunit alpha [Methylobacter sp.],1.17.1.9
WP_136360249,971,641,1351.27,0,formate dehydrogenase subunit alpha [Mesorhizobium composti] >gb|THF54574.1| formate dehydrogenase subunit alpha [Mesorhizobium composti],1.17.1.9
WP_226232640,983,644,1351.27,0,formate dehydrogenase subunit alpha [Burkholderia sp. AU39826] >gb|MCA7971357.1| formate dehydrogenase subunit alpha [Burkholderia sp. AU39826],1.17.1.9
WP_217113769,983,645,1351.27,0,formate dehydrogenase subunit alpha [Burkholderia multivorans] >gb|MBU9613900.1| formate dehydrogenase subunit alpha [Burkholderia multivorans],1.17.1.9
WP_105240254,958,636,1351.27,0,formate dehydrogenase subunit alpha [Achromobacter spanius] >gb|AVJ29571.1| formate dehydrogenase subunit alpha [Achromobacter spanius],1.17.1.9
WP_139954500,971,641,1351.27,0,formate dehydrogenase subunit alpha [Mesorhizobium sp. 8] >gb|QDC02265.1| formate dehydrogenase subunit alpha [Mesorhizobium sp. 8],1.17.1.9
WP_056237574,950,640,1351.27,0,formate dehydrogenase subunit alpha [Methylobacterium sp. Leaf456] >gb|KQT61436.1| formate dehydrogenase [Methylobacterium sp. Leaf456],1.17.1.9
WP_092037834,953,639,1350.88,0,formate dehydrogenase subunit alpha [Methylobacterium pseudosasicola] >emb|SFL30644.1| formate dehydrogenase alpha subunit [Methylobacterium pseudosasicola],1.17.1.9
WP_150669280,961,648,1350.88,0,formate dehydrogenase subunit alpha [Pandoraea anhela] >emb|VVE10693.1| formate dehydrogenase subunit alpha [Pandoraea anhela],1.17.1.9
WP_053157004,958,646,1350.88,0,formate dehydrogenase subunit alpha [Pseudomonas sp. Pf153],1.17.1.9
WP_186133878,982,641,1350.88,0,formate dehydrogenase subunit alpha [Burkholderia gladioli],1.17.1.9
WP_209939029,983,645,1350.88,0,formate dehydrogenase subunit alpha [Burkholderia sp. AcTa6-5] >gb|MBP0715853.1| formate dehydrogenase subunit alpha [Burkholderia sp. AcTa6-5],1.17.1.9
WP_091676235,953,637,1350.88,0,formate dehydrogenase subunit alpha [Methylobacterium sp. 275MFSha3.1] >emb|SEH26625.1| formate dehydrogenase alpha subunit [Methylobacterium sp. 275MFSha3.1],1.17.1.9
WP_207005716,999,650,1350.88,0,formate dehydrogenase subunit alpha [Trinickia sp. DHG64],1.17.1.9
WP_006462378,961,634,1350.88,0,formate dehydrogenase subunit alpha [Herbaspirillum frisingense] >gb|EOA05631.1| formate dehydrogenase subunit alpha [Herbaspirillum frisingense GSF30],1.17.1.9
MBW8699037,938,651,1350.88,0,putative formate dehydrogenase [Streptomyces sp. MBT84],1.17.1.9
WP_060965715,983,642,1350.88,0,formate dehydrogenase subunit alpha [Burkholderia anthina] >gb|KWZ34638.1| formate dehydrogenase [Burkholderia anthina],1.17.1.9
WP_212173525,983,642,1350.88,0,formate dehydrogenase subunit alpha [Burkholderia cenocepacia] >gb|MBR8194614.1| formate dehydrogenase subunit alpha [Burkholderia cenocepacia],1.17.1.9
WP_175194050,958,636,1350.88,0,formate dehydrogenase subunit alpha [Achromobacter deleyi] >emb|CAB3715111.1| Putative formate dehydrogenase [Achromobacter deleyi] >emb|CAB3907122.1| Putative formate dehydrogenase [Achromobacter deleyi] >emb|CAB3921354.1| Putative formate dehydrogenase [Achromobacter deleyi] >emb|CAB3928239.1| Putative formate dehydrogenase [Achromobacter deleyi],1.17.1.9
WP_150591492,961,646,1350.88,0,formate dehydrogenase subunit alpha [Pandoraea eparura] >emb|VVE48105.1| formate dehydrogenase subunit alpha [Pandoraea eparura],1.17.1.9
WP_087688431,954,638,1350.88,0,MULTISPECIES: formate dehydrogenase subunit alpha [Pandoraea],1.17.1.9
WP_025137287,958,636,1350.88,0,formate dehydrogenase subunit alpha [Achromobacter sp. DH1f],1.17.1.9
WP_186150755,982,641,1350.88,0,formate dehydrogenase subunit alpha [Burkholderia gladioli],1.17.1.9
WP_226227265,983,644,1350.88,0,formate dehydrogenase subunit alpha [Burkholderia seminalis] >gb|MCA8301307.1| formate dehydrogenase subunit alpha [Burkholderia seminalis],1.17.1.9
WP_035990006,979,643,1350.88,0,formate dehydrogenase subunit alpha [Paraburkholderia caribensis] >gb|ALL66053.1| formate dehydrogenase alpha subunit [Paraburkholderia caribensis MBA4],1.17.1.9
WP_157125787,962,648,1350.88,0,formate dehydrogenase subunit alpha [Pandoraea norimbergensis],1.17.1.9
WP_077237882,961,634,1350.88,0,formate dehydrogenase subunit alpha [Herbaspirillum sp. VT-16-41] >gb|ONN64723.1| formate dehydrogenase subunit alpha [Herbaspirillum sp. VT-16-41],1.17.1.9
NVK41016,953,645,1350.88,0,formate dehydrogenase subunit alpha [Oceanospirillaceae bacterium],1.17.1.9
WP_180721813,979,643,1350.88,0,formate dehydrogenase subunit alpha [Paraburkholderia sp. PGU16] >dbj|BCF87730.1| NAD-dependent formate dehydrogenase subunit alpha [Paraburkholderia sp. PGU16],1.17.1.9
WP_150791278,971,650,1350.88,0,formate dehydrogenase subunit alpha [Pandoraea iniqua] >emb|VVE34762.1| formate dehydrogenase subunit alpha [Pandoraea iniqua],1.17.1.9
WP_107732029,957,650,1350.88,0,formate dehydrogenase subunit alpha [Chromobacterium haemolyticum] >gb|PTU69597.1| formate dehydrogenase subunit alpha [Chromobacterium haemolyticum],1.17.1.9
WP_174927669,983,643,1350.88,0,formate dehydrogenase subunit alpha [Burkholderia anthina] >gb|MBM2769653.1| formate dehydrogenase subunit alpha [Burkholderia anthina] >emb|VVU52122.1| formate dehydrogenase subunit alpha [Burkholderia anthina],1.17.1.9
WP_061539061,952,636,1350.88,0,formate dehydrogenase subunit alpha [Collimonas fungivorans] >gb|AMO93872.1| formate dehydrogenase, alpha subunit [Collimonas fungivorans],1.17.1.9
WP_176369261,988,643,1350.88,0,formate dehydrogenase subunit alpha [Paraburkholderia youngii] >gb|NVI08655.1| formate dehydrogenase subunit alpha [Paraburkholderia youngii],1.17.1.9
WP_081576052,957,650,1350.88,0,formate dehydrogenase subunit alpha [Chromobacterium haemolyticum] >gb|OQS32246.1| formate dehydrogenase subunit alpha [Chromobacterium haemolyticum],1.17.1.9
WP_175977917,983,645,1350.88,0,formate dehydrogenase subunit alpha [Burkholderia sp. BCC1047],1.17.1.9
MBU6358037,886,644,1350.88,0,formate dehydrogenase subunit alpha [Rhodospirillales bacterium],1.17.1.9
WP_203154406,953,640,1350.88,0,formate dehydrogenase subunit alpha [Methylobacterium aquaticum] >gb|QRE76029.1| formate dehydrogenase subunit alpha [Methylobacterium aquaticum],1.17.1.9
WP_175820312,983,642,1350.88,0,formate dehydrogenase subunit alpha [Burkholderia sp. BCC0419],1.17.1.9
WP_186224530,982,641,1350.88,0,formate dehydrogenase subunit alpha [Burkholderia gladioli],1.17.1.9
KQO87010,950,644,1350.88,0,formate dehydrogenase [Methylobacterium sp. Leaf90],1.17.1.9
WP_018974696,976,634,1350.88,0,formate dehydrogenase subunit alpha [Rudaea cellulosilytica],1.17.1.9
WP_160293461,982,642,1350.88,0,formate dehydrogenase subunit alpha [Burkholderia gladioli] >gb|KAF1064498.1| putative formate dehydrogenase [Burkholderia gladioli],1.17.1.9
WP_207997203,983,643,1350.88,0,formate dehydrogenase subunit alpha [Burkholderia anthina] >gb|QTD88814.1| formate dehydrogenase subunit alpha [Burkholderia anthina],1.17.1.9
WP_176381293,988,641,1350.88,0,formate dehydrogenase subunit alpha [Paraburkholderia youngii] >gb|NVH75576.1| formate dehydrogenase subunit alpha [Paraburkholderia youngii],1.17.1.9
WP_079437023,949,643,1350.88,0,formate dehydrogenase subunit alpha [Zoogloea sp. LCSB751],1.17.1.9
WP_150683810,954,638,1350.88,0,formate dehydrogenase subunit alpha [Pandoraea iniqua] >emb|VVD92172.1| formate dehydrogenase subunit alpha [Pandoraea iniqua] >emb|VVD96338.1| formate dehydrogenase subunit alpha [Pandoraea iniqua],1.17.1.9
KUJ42349,938,652,1350.5,0,formate dehydrogenase [Streptomyces sp. NRRL F-5122],1.17.1.9
WP_171913390,982,644,1350.5,0,formate dehydrogenase subunit alpha [Paraburkholderia xenovorans] >gb|NPT36395.1| formate dehydrogenase subunit alpha [Paraburkholderia xenovorans],1.17.1.9
WP_059779674,983,644,1350.5,0,formate dehydrogenase subunit alpha [Burkholderia sp. NRF60-BP8] >gb|AOI78071.1| formate dehydrogenase [Burkholderia sp. NRF60-BP8] >gb|KVA18100.1| formate dehydrogenase [Burkholderia sp. NRF60-BP8],1.17.1.9
WP_110388001,978,640,1350.5,0,formate dehydrogenase subunit alpha [Paraburkholderia silvatlantica] >gb|MBB2930087.1| formate dehydrogenase major subunit [Paraburkholderia silvatlantica] >gb|PVY22428.1| formate dehydrogenase alpha subunit [Paraburkholderia silvatlantica] >gb|PXW28897.1| formate dehydrogenase alpha subunit [Paraburkholderia silvatlantica] >gb|PYE23788.1| formate dehydrogenase alpha subunit [Paraburkholderia silvatlantica] >gb|TDR04355.1| formate dehydrogenase alpha subunit [Paraburkholderia silvatlantica],1.17.1.9
WP_205989225,985,639,1350.5,0,formate dehydrogenase subunit alpha [Paraburkholderia sp. Ac-20336] >gb|MBN3803780.1| formate dehydrogenase subunit alpha [Paraburkholderia sp. Ac-20336],1.17.1.9
WP_059824254,983,644,1350.5,0,formate dehydrogenase subunit alpha [Burkholderia sp. MSMB1826] >gb|KVL16943.1| formate dehydrogenase [Burkholderia sp. MSMB1826],1.17.1.9
WP_200159848,983,643,1350.5,0,formate dehydrogenase subunit alpha [Burkholderia sp. 500H] >gb|MBK1820334.1| formate dehydrogenase subunit alpha [Burkholderia sp. 500H],1.17.1.9
ALS62029,968,648,1350.5,0,formate dehydrogenase subunit alpha [Pandoraea norimbergensis],1.17.1.9
WP_201653193,979,644,1350.5,0,formate dehydrogenase subunit alpha [Paraburkholderia sabiae] >emb|CAD6551875.1| Putative formate dehydrogenase [Paraburkholderia sabiae] >emb|CAG9230968.1| NAD-dependent formate dehydrogenase alpha subunit [Paraburkholderia sabiae],1.17.1.9
WP_125380736,983,643,1350.5,0,formate dehydrogenase subunit alpha [Burkholderia cenocepacia] >gb|RSC13117.1| formate dehydrogenase subunit alpha [Burkholderia cenocepacia],1.17.1.9
WP_158805120,948,645,1350.5,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Acidisoma],1.17.1.9
WP_020088063,965,638,1350.5,0,formate dehydrogenase subunit alpha [Hyphomicrobium zavarzinii],1.17.1.9
WP_209825043,983,643,1350.5,0,formate dehydrogenase subunit alpha [Burkholderia latens] >gb|QTO49240.1| formate dehydrogenase subunit alpha [Burkholderia latens],1.17.1.9
WP_053525477,983,643,1350.5,0,formate dehydrogenase subunit alpha [Burkholderia cenocepacia] >gb|KOR19948.1| formate dehydrogenase [Burkholderia cenocepacia] >gb|MBR7977772.1| formate dehydrogenase subunit alpha [Burkholderia cenocepacia],1.17.1.9
WP_145132285,958,643,1350.5,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Pseudomonas] >gb|TWC17837.1| formate dehydrogenase alpha subunit [Pseudomonas sp. SJZ074] >gb|TWC35755.1| formate dehydrogenase alpha subunit [Pseudomonas sp. SJZ085],1.17.1.9
WP_126115001,960,653,1350.5,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Bosea] >gb|AZO80163.1| formate dehydrogenase subunit alpha [Bosea sp. Tri-49] >gb|RXT22951.1| formate dehydrogenase subunit alpha [Bosea sp. Tri-39] >gb|RXT38421.1| formate dehydrogenase subunit alpha [Bosea sp. Tri-54],1.17.1.9
WP_038617386,964,646,1350.5,0,formate dehydrogenase subunit alpha [Pandoraea pnomenusa] >gb|AIU25390.1| formate dehydrogenase [Pandoraea pnomenusa] >emb|SUA74360.1| Putative formate dehydrogenase SA2102 [Pandoraea pnomenusa],1.17.1.9
PPD04225,948,635,1350.5,0,formate dehydrogenase subunit alpha [Methylobacter sp.],1.17.1.9
WP_030615082,938,644,1350.5,0,formate dehydrogenase subunit alpha [Streptomyces fulvoviolaceus],1.17.1.9
WP_105866694,983,641,1350.5,0,formate dehydrogenase subunit alpha [Burkholderia cenocepacia] >gb|PRG59962.1| formate dehydrogenase subunit alpha [Burkholderia cenocepacia],1.17.1.9
WP_011489496,982,644,1350.5,0,formate dehydrogenase subunit alpha [Paraburkholderia xenovorans] >gb|ABE31982.1| formate dehydrogenase alpha subunit [Paraburkholderia xenovorans LB400] >gb|AIP33108.1| formate dehydrogenase, alpha subunit [Paraburkholderia xenovorans LB400],1.17.1.9
WP_116423894,959,646,1350.5,0,formate dehydrogenase subunit alpha [Pseudomonas citronellolis] >dbj|GBL56127.1| formate dehydrogenase subunit alpha [Pseudomonas citronellolis],1.17.1.9
WP_043349489,957,636,1350.5,0,MULTISPECIES: formate dehydrogenase subunit alpha [Methylobacterium] >gb|KOX56893.1| formate dehydrogenase [Streptomyces purpurogeneiscleroticus] >gb|MBP28211.1| formate dehydrogenase subunit alpha [Methylobacterium sp.] >gb|NYF68441.1| formate dehydrogenase major subunit [Methylobacterium sp. YL-MPn6-2016] >gb|NYF84150.1| formate dehydrogenase major subunit [Methylobacterium sp. YL-MPn5-2016] >gb|AIQ93455.1| NAD-dependent formate dehydrogenase alpha subunit [Methylobacterium oryzae CBMB20],1.17.1.9
WP_145757438,982,641,1350.5,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Burkholderia] >gb|TWC65977.1| formate dehydrogenase alpha subunit [Burkholderia sp. SJZ089] >gb|TWC98713.1| formate dehydrogenase alpha subunit [Burkholderia sp. SJZ115] >gb|TWD02074.1| formate dehydrogenase alpha subunit [Burkholderia sp. SJZ091],1.17.1.9
WP_180730031,979,643,1350.5,0,formate dehydrogenase subunit alpha [Paraburkholderia sp. PGU19] >dbj|BCF96309.1| NAD-dependent formate dehydrogenase subunit alpha [Paraburkholderia sp. PGU19],1.17.1.9
WP_007879895,959,636,1350.5,0,formate dehydrogenase subunit alpha [Herbaspirillum sp. CF444] >gb|EJL88310.1| formate dehydrogenase, alpha subunit, archaeal-type [Herbaspirillum sp. CF444],1.17.1.9
WP_186010932,982,641,1350.5,0,formate dehydrogenase subunit alpha [Burkholderia gladioli],1.17.1.9
WP_167049557,985,639,1350.5,0,formate dehydrogenase subunit alpha [Burkholderia sp. Ax-1724] >gb|NIF56186.1| formate dehydrogenase subunit alpha [Burkholderia sp. Ax-1724],1.17.1.9
WP_048428082,953,640,1350.5,0,formate dehydrogenase subunit alpha [Methylobacterium indicum] >gb|KMO19151.1| formate dehydrogenase [Methylobacterium indicum] >gb|KMO25426.1| formate dehydrogenase [Methylobacterium indicum] >gb|KTS37967.1| formate dehydrogenase [Methylobacterium indicum] >gb|KTS39830.1| formate dehydrogenase [Methylobacterium indicum] >gb|KTS54605.1| formate dehydrogenase [Methylobacterium indicum],1.17.1.9
OWW20301,961,648,1350.5,0,formate dehydrogenase [Noviherbaspirillum denitrificans],1.17.1.9
WP_211472446,955,635,1350.5,0,formate dehydrogenase subunit alpha [Collimonas sp. RXD172-2],1.17.1.9
WP_036052422,982,641,1350.5,0,formate dehydrogenase subunit alpha [Burkholderia gladioli] >gb|AJW99204.1| formate dehydrogenase, alpha subunit [Burkholderia gladioli] >gb|ASD78376.1| formate dehydrogenase subunit alpha [Burkholderia gladioli pv. gladioli] >gb|AWY56377.1| formate dehydrogenase subunit alpha [Burkholderia gladioli pv. gladioli] >gb|KGC10719.1| formate dehydrogenase, alpha subunit [Burkholderia gladioli],1.17.1.9
WP_200097212,983,644,1350.5,0,formate dehydrogenase subunit alpha [Burkholderia seminalis] >gb|MBJ9964401.1| formate dehydrogenase subunit alpha [Burkholderia seminalis],1.17.1.9
WP_167284676,985,639,1350.5,0,formate dehydrogenase subunit alpha [Paraburkholderia sp. Cy-641] >gb|NIF80340.1| formate dehydrogenase subunit alpha [Paraburkholderia sp. Cy-641],1.17.1.9
WP_091775102,953,636,1350.5,0,formate dehydrogenase subunit alpha [Methylobacterium sp. UNC378MF] >emb|SDA09488.1| formate dehydrogenase alpha subunit [Methylobacterium sp. UNC378MF],1.17.1.9
WP_129157410,960,651,1350.5,0,formate dehydrogenase subunit alpha [Bosea sp. Tri-44] >gb|RXT54647.1| formate dehydrogenase subunit alpha [Bosea sp. Tri-44],1.17.1.9
MBI5278447,951,643,1350.5,0,formate dehydrogenase subunit alpha [Burkholderiales bacterium],1.17.1.9
WP_186063871,982,641,1350.5,0,formate dehydrogenase subunit alpha [Burkholderia gladioli],1.17.1.9
WP_102631143,981,641,1350.5,0,formate dehydrogenase subunit alpha [Paraburkholderia rhynchosiae] >gb|PMS32951.1| formate dehydrogenase subunit alpha [Paraburkholderia rhynchosiae] >emb|CAB3644569.1| Putative formate dehydrogenase [Paraburkholderia rhynchosiae],1.17.1.9
WP_150608379,961,648,1350.5,0,formate dehydrogenase subunit alpha [Pandoraea cepalis] >emb|VVE02570.1| formate dehydrogenase subunit alpha [Pandoraea cepalis],1.17.1.9
WP_044455668,961,648,1350.5,0,formate dehydrogenase subunit alpha [Pandoraea vervacti] >gb|AJP57483.1| formate dehydrogenase subunit alpha [Pandoraea vervacti],1.17.1.9
HBD39235,957,639,1350.5,0,formate dehydrogenase subunit alpha [Cupriavidus sp.] >tpg|HBO81811.1| formate dehydrogenase subunit alpha [Cupriavidus sp.],1.17.1.9
WP_011544873,983,643,1350.5,0,formate dehydrogenase subunit alpha [Burkholderia cenocepacia] >gb|ABK07784.1| formate dehydrogenase alpha subunit [Burkholderia cenocepacia HI2424] >gb|MBJ9667894.1| formate dehydrogenase subunit alpha [Burkholderia cenocepacia] >gb|MBJ9875701.1| formate dehydrogenase subunit alpha [Burkholderia cenocepacia] >gb|MCA8417645.1| formate dehydrogenase subunit alpha [Burkholderia cenocepacia] >gb|PNO76048.1| formate dehydrogenase subunit alpha [Burkholderia cenocepacia],1.17.1.9
WP_215000293,958,642,1350.11,0,formate dehydrogenase subunit alpha [Pseudomonas fluorescens] >gb|MBT2338422.1| formate dehydrogenase subunit alpha [Pseudomonas fluorescens],1.17.1.9
WP_207182684,953,640,1350.11,0,formate dehydrogenase subunit alpha [Methylobacterium indicum] >dbj|BCM83655.1| formate dehydrogenase subunit alpha [Methylobacterium indicum],1.17.1.9
WP_074765135,987,642,1350.11,0,formate dehydrogenase subunit alpha [Paraburkholderia fungorum] >emb|SDQ76578.1| formate dehydrogenase alpha subunit [Paraburkholderia fungorum],1.17.1.9
WP_049639375,963,635,1350.11,0,formate dehydrogenase subunit alpha [Methylophilus sp. TWE2] >gb|AKR44165.1| formate dehydrogenase [Methylophilus sp. TWE2],1.17.1.9
WP_211463452,955,633,1350.11,0,formate dehydrogenase subunit alpha [Collimonas sp. RXD178],1.17.1.9
WP_017511623,957,639,1350.11,0,MULTISPECIES: formate dehydrogenase subunit alpha [Cupriavidus] >gb|KWR83450.1| formate dehydrogenase [Cupriavidus sp. SHE] >gb|PCH58459.1| formate dehydrogenase subunit alpha [Burkholderiaceae bacterium] >gb|QBP08745.1| formate dehydrogenase subunit alpha [Cupriavidus metallidurans] >gb|QWC89166.1| formate dehydrogenase subunit alpha [Cupriavidus metallidurans],1.17.1.9
WP_054927509,983,644,1350.11,0,MULTISPECIES: formate dehydrogenase subunit alpha [Burkholderia] >gb|AQQ27187.1| formate dehydrogenase subunit alpha [Burkholderia cenocepacia] >gb|MBJ9728839.1| formate dehydrogenase subunit alpha [Burkholderia cenocepacia] >gb|MBJ9921984.1| formate dehydrogenase subunit alpha [Burkholderia cenocepacia] >gb|ONV94705.1| formate dehydrogenase subunit alpha [Burkholderia cenocepacia] >gb|ONW08607.1| formate dehydrogenase subunit alpha [Burkholderia cenocepacia],1.17.1.9
WP_130025863,961,647,1350.11,0,formate dehydrogenase subunit alpha [Pandoraea sp. XY-2] >gb|QBC31721.1| formate dehydrogenase subunit alpha [Pandoraea sp. XY-2],1.17.1.9
WP_026638611,958,638,1350.11,0,MULTISPECIES: formate dehydrogenase subunit alpha [Bordetella] >gb|OZI18153.1| formate dehydrogenase subunit alpha [Bordetella genomosp. 7],1.17.1.9
MBM4210329,928,637,1350.11,0,formate dehydrogenase subunit alpha [Gammaproteobacteria bacterium] >gb|MBM4233043.1| formate dehydrogenase subunit alpha [Gammaproteobacteria bacterium],1.17.1.9
WP_069241105,983,643,1350.11,0,MULTISPECIES: formate dehydrogenase subunit alpha [Burkholderia] >gb|AOK03851.1| formate dehydrogenase [Burkholderia latens] >gb|MCA8307158.1| formate dehydrogenase subunit alpha [Burkholderia sp. AU28942],1.17.1.9
WP_017921495,982,641,1350.11,0,formate dehydrogenase subunit alpha [Burkholderia gladioli] >gb|MBA1362985.1| formate dehydrogenase subunit alpha [Burkholderia gladioli] >gb|MBJ9674826.1| formate dehydrogenase subunit alpha [Burkholderia gladioli] >gb|MBU9187647.1| formate dehydrogenase subunit alpha [Burkholderia gladioli] >gb|NHH80676.1| putative formate dehydrogenase [Burkholderia gladioli],1.17.1.9
WP_013696978,982,641,1350.11,0,formate dehydrogenase subunit alpha [Burkholderia gladioli] >gb|AEA59625.1| hypothetical protein bgla_1g09420 [Burkholderia gladioli BSR3] >gb|MBW5285343.1| formate dehydrogenase subunit alpha [Burkholderia gladioli],1.17.1.9
WP_176035044,983,644,1350.11,0,formate dehydrogenase subunit alpha [Burkholderia multivorans] >gb|MCA8339062.1| formate dehydrogenase subunit alpha [Burkholderia multivorans],1.17.1.9
WP_187614506,994,641,1350.11,0,formate dehydrogenase subunit alpha [Paraburkholderia sp. 31.1] >gb|MBC8726525.1| formate dehydrogenase subunit alpha [Paraburkholderia sp. 31.1],1.17.1.9
WP_205975298,979,643,1350.11,0,formate dehydrogenase subunit alpha [Paraburkholderia sp. Tr-20389] >gb|MBN3758810.1| formate dehydrogenase subunit alpha [Paraburkholderia sp. Tr-20389],1.17.1.9
WP_222201056,959,652,1350.11,0,formate dehydrogenase subunit alpha [Cupriavidus respiraculi] >gb|MBY4945165.1| formate dehydrogenase subunit alpha [Cupriavidus respiraculi],1.17.1.9
WP_043318939,959,646,1350.11,0,formate dehydrogenase subunit alpha [Pseudomonas sp. PI1] >gb|KWR71674.1| formate dehydrogenase [Pseudomonas sp. PI1],1.17.1.9
WP_048452064,953,639,1350.11,0,formate dehydrogenase subunit alpha [Methylobacterium tarhaniae] >gb|KMO38444.1| formate dehydrogenase [Methylobacterium tarhaniae],1.17.1.9
WP_116118037,982,643,1350.11,0,formate dehydrogenase subunit alpha [Paraburkholderia sp. BL6669N2] >gb|REG59554.1| formate dehydrogenase alpha subunit [Paraburkholderia sp. BL6669N2],1.17.1.9
HJE25427,950,638,1350.11,0,formate dehydrogenase subunit alpha [Methylorubrum populi],1.17.1.9
